Date,GDP,Export,Import,Inflation,Variations Inflation (%),Interest rate on bank loans,Variations Interest rates on bank loans(%),Government Spending (% of GDP),HouseHold Taxes,Debt to Income Ratio (%),New mortgages ,Part of mortgage already paid,Mortgages (Million of Livre),Corporation tax Rate,Household Tax Rate,Deposits for households,Interest rates on government bonds,Housing wealth,Residential mortgage LTV ratio (%),Housing stock,Annual business investment (million livre),% growth,Private pension wealth (billion Livres),Total wealth (billion Livres),UK National debt en % de GDP,UK National debt en Livres,Nominal demand for GB (ICPF),Nominal demand for GB (Rest of the World ou Overseas),Nominal demand for GB (CB),Interest rates on deposits (%),UK government bonds issued by Central Government (in sterling millions),Interest rates Mortgages 3 years (%),Bank bond supply ,Government transfer to households,% of net disposable income,Annuities ,Bank Dividend (in sterling millions)
2017-05-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,150.9,,4081.0,0.19,0.45,35117833333.333336,1.1175,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,757.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-06-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,127.5,146.22,-5367.0,4081.0,0.19,0.45,35117833333.333336,1.0846,2160083.3333333335,87.49141999999999,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,3088.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-07-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,133.62,,3949.0,0.19,0.45,35117833333.333336,1.2713,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,70.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-08-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,134.36,,4279.0,0.19,0.45,35117833333.333336,1.1241,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,-1831.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-09-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,128.0,120.85,-3455.0,3972.0,0.19,0.45,35117833333.333336,1.2436,2160083.3333333335,87.44778000000001,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,2033.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-10-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,120.4,,3606.0,0.19,0.45,35117833333.333336,1.3816,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.0,-2615.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-11-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,,118.0,,4000.0,0.19,0.45,35117833333.333336,1.3299,2160083.3333333335,,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.25,-5602.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2017-12-01,219822500000.0,66230916666.666664,68797750000.0,2.56,153.47,,,,12.547,127.3,114.56,-6425.0,3762.0,0.19,0.45,35117833333.333336,1.2781,2160083.3333333335,87.22898,1995833333.3333333,,,508.1666666666667,1219.0,83.73,184057379250.0,49695492397.5,42333197227.5,42333197227.5,0.25,-6761.0,,44.166666666666664,17365977500.0,493.0847,1925.657,127.25
2018-01-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,105.05,,3586.0,0.19,0.45,36859416666.666664,1.3931,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,12279.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-02-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,92.65,,3752.0,0.19,0.45,36859416666.666664,1.6034,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,4090.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-03-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,126.3,89.71,-7628.0,3501.0,0.19,0.45,36859416666.666664,1.508,2160083.3333333335,87.30937,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,-7306.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-04-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,100.46,,3791.0,0.19,0.45,36859416666.666664,1.5108,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,-429.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-05-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,108.29,,3970.0,0.19,0.45,36859416666.666664,1.5016,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,6688.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-06-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,126.2,110.37,-6685.0,3939.0,0.19,0.45,36859416666.666664,1.4229,2160083.3333333335,87.66277,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,-5870.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-07-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,109.83,,3675.0,0.19,0.45,36859416666.666664,1.3739,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.25,-6986.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-08-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,106.5,,3373.0,0.19,0.45,36859416666.666664,1.3991,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.5,3816.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-09-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,126.3,96.55,-6214.0,4100.0,0.19,0.45,36859416666.666664,1.5023,2160083.3333333335,87.84479,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.5,-1232.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-10-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,99.11,,3860.0,0.19,0.45,36859416666.666664,1.5462,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.5,-1618.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-11-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,,97.41,,3553.0,0.19,0.45,36859416666.666664,1.4541,2160083.3333333335,,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.5,-968.0,,37.25,18599299166.666668,,,1319.4166666666667
2018-12-01,235434166666.66666,70490666666.66667,73933583333.33333,2.29,-10.55,,,,12.335,125.7,101.89,-8066.0,3704.0,0.19,0.45,36859416666.666664,1.3125,2160083.3333333335,87.70113,2014333333.3333333,,,,,86.72,204168509333.33334,55125497520.0,46958757146.666664,46958757146.666664,0.5,-10250.0,,37.25,18599299166.666668,,,1319.4166666666667
